probe,acc_mean,acc_std,majority_floor,lift_over_floor
baseline_fold3,0.8484343785773607,0.0109477282690963,0.7484909456740443,0.0999434329033164
source_balanced_fold3,0.8450629615496845,0.0079036565916425,0.7484909456740443,0.0965720158756402
label_only_control,0.7551974141994567,0.0003277143049539078,0.7484909456740443,0.006706468525412457
