MAX_LENGTH,Accuracy,Precision,Recall,F1,ROC-AUC
256,0.9799666110183639,0.964516129032258,0.9966666666666667,0.980327868852459,0.9944258639910815
512,0.9799666110183639,0.9768211920529801,0.9833333333333333,0.9800664451827242,0.9939353400222964
